sentence_id,doc_id,sentence_index,text,vote_type
418398,130022,5,"The second is to use query(TemporalQuery): // these two lines are equivalent, but the second approach is recommended temporal = thisQuery.queryFrom(temporal); temporal = temporal.query(thisQuery); .",2
418397,130022,4,The first is to invoke this method directly.,2
418399,130022,6,"It is recommended to use the second approach, query(TemporalQuery), as it is a lot clearer to read in code.",2
62020,8031,3,"a value -- an Any object an argument mode flag -- one of the following: ARG_IN.value ARG_OUT.value ARG_INOUT.value zero -- if this NamedValue object represents a property in a Context object rather than a parameter or return value The class NamedValue has three methods, which access its fields.",1
62019,8031,2,"A NamedValue object contains: a name -- If the NamedValue object is used to describe arguments to a request, the name will be an argument identifier specified in the OMG IDL interface definition for the operation being described.",1
62018,8031,1,NamedValue objects are also used in the Context object routines to pass lists of property names and values.,1
62017,8031,0,An object used in the DII and DSI to describe arguments and return values.,1
62024,8031,7,"In order to access the long contained in the Any object, we used the method extract_long.",2
62023,8031,6,Note that the method value returns an Any object.,2
62022,8031,5,"If this code fragment were put into a main method, the output would be something like the following: This nv name is argument_1 This nv value is 12345 This nv flag is 1 .",2
62021,8031,4,"The following code fragment demonstrates creating a NamedValue object and then accessing its fields: ORB orb = ORB.init(args, null); String s = ""argument_1""; org.omg.CORBA.Any myAny = orb.create_any(); myAny.insert_long(12345); int in = org.omg.CORBA.ARG_IN.value; org.omg.CORBA.NamedValue nv = orb.create_named_value( s, myAny, in); System.out.println(""This nv name is "" + nv.name()); try { System.out.println(""This nv value is "" + nv.value().extract_long()); System.out.println(""This nv flag is "" + nv.flags()); } catch (org.omg.CORBA.BAD_OPERATION b) { System.out.println(""extract failed""); } .",2
303424,100008,2,Returns boolean whether the move succeeded.,2
418400,130023,0,Returns a copy of the specified temporal object with the specified period added.,1
303422,100008,0,Move the cursor to the last row.,1
303423,100008,1,This method will return false if the cursor is empty.,2
427334,132158,3,The default implementation should be overridden by subclasses that can return a more efficient spliterator.,2
418402,130023,2,"For example, this method could be used to add ""3 days"" to a date by calling this method on the instance representing ""days"", passing the date and the period ""3"".",0
123460,31108,1,This implementation calls defaultAction.,2
72449,12236,0,Returns a subset of the table as an array of bytes for a specified tag.,1
72451,12236,2,The byte array returned is a copy of the font data in memory.,2
203699,66808,0,Returns the String representation of the current value.,1
13862,1418,21,Application developers should only take notice of the methods defined in this KeyPairGenerator class; all the methods in the superclass are intended for cryptographic service providers who wish to supply their own implementations of key pair generators.,2
418404,130023,4,There are two equivalent ways of using this method.,2
48183,6009,1,By default the SimpleFormatter is used to generate brief summaries.,1
418406,130023,6,"The second is to use plus(long, TemporalUnit): // these two lines are equivalent, but the second approach is recommended temporal = thisUnit.addTo(temporal); temporal = temporal.plus(thisUnit); .",2
418407,130023,7,"It is recommended to use the second approach, plus(TemporalUnit), as it is a lot clearer to read in code.",2
7141,466,0,The GridBagConstraints class specifies constraints for components that are laid out using the GridBagLayout class.,1
123526,31151,4,The meaning of validity is dependent on the descriptor implementation.,2
134054,36023,2,"Also, any event listeners that are registered with the original RowSet must not have scope over the new RowSet copies.",2
134055,36023,3,"In addition, any constraint restrictions established must be maintained.",2
134052,36023,0,Creates a RowSet object that is a deep copy of the data in this CachedRowSet object.,1
134053,36023,1,"In contrast to the RowSet object generated from a createShared call, updates made to the copy of the original RowSet object must not be visible to the original RowSet object.",2
68897,10520,0,An alias for ISO_C7.,1
227841,77823,0,Sets the style of wrapping used if the text area is wrapping lines.,1
227844,77823,3,By default this property is false.,2
227843,77823,2,"If set to false, the lines will be wrapped at character boundaries.",2
418316,130010,10,"The second is to use with(TemporalField, long): // these two lines are equivalent, but the second approach is recommended temporal = thisField.adjustInto(temporal); temporal = temporal.with(thisField); .",2
418317,130010,11,"It is recommended to use the second approach, with(TemporalField), as it is a lot clearer to read in code.",2
418318,130010,12,Implementations should perform any queries or calculations using the fields available in ChronoField.,2
418319,130010,13,If the field is not supported an UnsupportedTemporalTypeException must be thrown.,2
418320,130010,14,Implementations must not alter the specified temporal object.,2
418321,130010,15,"Instead, an adjusted copy of the original must be returned.",2
418323,130010,17,"Parameters temporal R: the temporal object to adjust, not null newValue long: the new value of the field Returns R the adjusted temporal object, not null",2
1918,96,23,Usage to the contrary is incorrect coding and may result in a run time exception either immediately or at some later time.,2
1917,96,22,"Please note: In the javax.print APIs, a null reference parameter to methods is incorrect unless explicitly documented on the method as having a meaningful interpretation.",2
81242,16110,0,"Constant for the ""Ugaritic"" Unicode character block.",1
70055,11069,1,The underlying toolkit attempts to resolve multiple requests with the same filename to the same returned Image.,2
62424,8135,2,(This can happen if the server uses a later version of CORBA than the client and new system exceptions have been added to the later version.),2
